scale,item_idx,source_id,gold_letter,n_options,condition,pred_letter,correct,answer_text,first_token_entropy_nats,per_token_entropy_mean_nats,perplexity_5tok,search_status,mean_search_reward,best_search_reward,mean_terminal_entropy_nats,best_path_json,n_paths_evaluated,n_apply_failures
3B,97,TAKS_2009_8_17,C,4,E,C,1,C,0.1806725710630417,0.20486515760421753,1.0777248210089987,ok,-0.022285582465811485,-0.015360984187740512,0.2621181971497006,"[0.1,0.1,0.1]",27,0
3B,98,AKDE&ED_2008_4_3,B,4,G,C,0,C.,1.3158597946166992,0.6650686220576366,1.6133054563279006,n/a,,,,,,
3B,98,AKDE&ED_2008_4_3,B,4,R,A,0,A,1.438575267791748,0.9726523756980896,2.6676986247747814,ok,0.548342087543665,0.9944387076234982,1.4565740912048906,"[0.1,0.5,1.0]",27,0
3B,98,AKDE&ED_2008_4_3,B,4,E,A,0,A,1.413918137550354,0.957231730222702,2.6676986247747814,ok,-0.12448351695846863,-0.12021290241168969,1.4641481814561066,"[0.1,0.1,0.1]",27,0
3B,99,Mercury_7202353,C,4,G,B,0,B,0.763630211353302,0.630116418004036,1.2896169812941554,n/a,,,,,,
3B,99,Mercury_7202353,C,4,R,B,0,B,1.6881558895111084,0.9990622103214264,1.2896169812941554,ok,0.525458527452673,0.9878216120220579,1.220811508319996,"[0.5,1.0,1.0]",27,0
3B,99,Mercury_7202353,C,4,E,B,0,B,1.0182286500930786,0.6552728414535522,1.2896169812941554,ok,-0.09917781330461839,-0.08657093936038895,1.1665079726113214,"[0.1,0.1,0.1]",27,0
3B,100,MCAS_2006_9_14,B,4,G,B,1,B,0.6538384556770325,0.6344095170497894,1.3372539277111528,n/a,,,,,,
3B,100,MCAS_2006_9_14,B,4,R,B,1,B,1.0638943910598755,0.7019578516483307,1.3372539277111528,ok,0.5519851105262746,0.969517196413573,0.9529660873942905,"[0.5,1.0,0.5]",27,0
3B,100,MCAS_2006_9_14,B,4,E,B,1,B,0.7996216416358948,0.5858174115419388,1.3372539277111528,ok,-0.08019207393050375,-0.06798472685185963,0.9432018156404849,"[0.1,0.1,0.1]",27,0
3B,101,MSA_2015_5_37,D,4,G,D,1,D,0.4453636109828949,0.5384736806154251,1.2915446539987283,n/a,,,,,,
3B,101,MSA_2015_5_37,D,4,R,D,1,D,0.7751767039299011,0.573684811592102,1.2915446539987283,ok,0.5094293787594373,0.9495462464567637,0.7501707209481133,"[0.1,0.1,0.1]",27,0
3B,101,MSA_2015_5_37,D,4,E,D,1,D,0.6204578280448914,0.4770517200231552,1.2915446539987283,ok,-0.065007642336672,-0.05275201891288646,0.7646058179714061,"[1.0,1.0,0.5]",27,0
3B,102,MDSA_2010_8_22,B,4,G,B,1,B,0.07152760773897171,0.2666172720491886,1.106273193637687,n/a,,,,,,
3B,102,MDSA_2010_8_22,B,4,R,B,1,B,0.49619996547698975,0.36026424169540405,1.106273193637687,ok,0.49351219383639716,0.9854362634531881,0.43160459951118185,"[1.0,1.0,0.5]",27,0
3B,102,MDSA_2010_8_22,B,4,E,B,1,B,0.3810824751853943,0.3158479928970337,1.106273193637687,ok,-0.037176853207854244,-0.03240005852081057,0.43726610033600416,"[0.1,0.1,0.1]",27,0
3B,103,MCAS_1999_4_4,C,4,G,C,1,C,0.19777067005634308,0.43403635174036026,1.3070049028026043,n/a,,,,,,
3B,103,MCAS_1999_4_4,C,4,R,C,1,C,0.39434897899627686,0.3831757456064224,1.3070049028026043,ok,0.37013892750931476,0.898847165703267,0.4873502265523981,"[0.5,0.1,0.1]",27,0
3B,103,MCAS_1999_4_4,C,4,E,C,1,C,0.3756229877471924,0.3805117607116699,1.3070049028026043,ok,-0.03961202809104141,-0.03193588678894251,0.46590810020764667,"[0.1,0.1,0.1]",27,0
3B,104,Mercury_7247923,D,4,G,D,1,D,0.9678637385368347,0.7829524874687195,1.5104539869469205,n/a,,,,,,
3B,104,Mercury_7247923,D,4,R,D,1,D,1.4220815896987915,0.8524967581033707,1.5104539869469205,ok,0.6016319712559542,0.9310831422086212,1.2357695941571836,"[1.0,1.0,0.5]",27,0
3B,104,Mercury_7247923,D,4,E,D,1,D,1.1112315654754639,0.7154891490936279,1.5104539869469205,ok,-0.10328525240839913,-0.0944781513084832,1.2148187822765775,"[0.1,0.5,0.1]",27,0
3B,105,Mercury_SC_416124,C,4,G,C,1,C,0.10600431263446808,0.30815277248620987,1.1343224997604555,n/a,,,,,,
3B,105,Mercury_SC_416124,C,4,R,C,1,C,0.2934582233428955,0.29296185076236725,1.1343224997604555,ok,0.5586560731321779,0.9832793741560865,0.30973412482826795,"[0.1,0.5,0.1]",27,0
3B,105,Mercury_SC_416124,C,4,E,C,1,C,0.2694685459136963,0.280975341796875,1.1343224997604555,ok,-0.02606429113869234,-0.02291051734371677,0.30656255064187227,"[0.1,0.1,0.1]",27,0
3B,106,Mercury_407530,B,4,G,B,1,B,1.1985124349594116,0.8771866261959076,1.683154704459321,n/a,,,,,,
3B,106,Mercury_407530,B,4,R,A,0,A,1.5590711832046509,0.9628636091947556,2.0491990498590855,ok,0.5449189200074408,0.9469664237594497,1.8121172719531589,"[0.1,0.1,0.1]",27,0
3B,106,Mercury_407530,B,4,E,A,0,A,1.6327179670333862,1.0131851434707642,2.0491990498590855,ok,-0.15009316796480418,-0.13881550877962828,1.7653633532700714,"[0.1,0.1,0.5]",27,0
3B,107,Mercury_7271740,C,4,G,C,1,C.,0.05948617681860924,0.19789107675508907,1.0908423344128644,n/a,,,,,,
3B,107,Mercury_7271740,C,4,R,C,1,C,0.2186950147151947,0.41554413735866547,2.1285079667985536,ok,0.4595252919896404,0.9579963289125566,0.23981531957785288,"[0.1,1.0,0.1]",27,0
3B,107,Mercury_7271740,C,4,E,C,1,C,0.20499968528747559,0.4085237383842468,2.1285079667985536,ok,-0.021389565376725077,-0.017429302664287216,0.25157943809473954,"[0.1,0.1,0.1]",27,0
3B,108,Mercury_7026495,C,4,G,C,1,C,0.8933035731315613,0.7284829020500183,1.6332851783649194,n/a,,,,,,
3B,108,Mercury_7026495,C,4,R,C,1,C,1.0558441877365112,0.6753794103860855,1.6332851783649194,ok,0.5692666394497251,0.9996690583979994,1.048395412939566,"[1.0,1.0,1.0]",27,0
3B,108,Mercury_7026495,C,4,E,B,0,B,1.0320919752120972,0.6676658242940903,1.6265096450206498,ok,-0.08875472756197278,-0.08774961477686069,1.043913894229465,"[0.1,0.5,0.5]",27,0
3B,109,Mercury_7084315,C,4,G,C,1,C,0.13240815699100494,0.40701252967119217,1.3273269032125465,n/a,,,,,,
3B,109,Mercury_7084315,C,4,R,C,1,C,0.3734127879142761,0.3419707864522934,1.3273269032125465,ok,0.4317609815107549,0.9472420447602504,0.3891287214226193,"[0.5,0.1,1.0]",27,0
3B,109,Mercury_7084315,C,4,E,C,1,C,0.3246140778064728,0.33650143444538116,1.3273269032125465,ok,-0.03491240569768067,-0.027599052180218908,0.41063215887105026,"[0.5,0.1,0.1]",27,0
3B,110,TIMSS_2011_4_pg51,B,4,G,B,1,B,0.24355213344097137,0.4026547893881798,1.1909872015843177,n/a,,,,,,
3B,110,TIMSS_2011_4_pg51,B,4,R,B,1,B,0.674731433391571,0.4869582951068878,1.1909872015843177,ok,0.5611872726833848,0.9689287239936633,0.7232396315645289,"[1.0,0.5,0.5]",27,0
3B,110,TIMSS_2011_4_pg51,B,4,E,B,1,B,0.6683903336524963,0.4838360846042633,1.1909872015843177,ok,-0.060468156295674015,-0.056827294182314546,0.7112133657490766,"[0.1,1.0,1.0]",27,0
3B,111,Mercury_7081148,B,4,G,B,1,B,0.6895390748977661,0.6234391629695892,1.3326469028195305,n/a,,,,,,
3B,111,Mercury_7081148,B,4,R,B,1,B,1.010530948638916,0.666810154914856,1.3326469028195305,ok,0.5274018280783211,0.9287230575734142,1.0124555848262928,"[0.5,0.1,0.5]",27,0
3B,111,Mercury_7081148,B,4,E,B,1,B,0.9812454581260681,0.6474153101444244,1.3326469028195305,ok,-0.08565099938016456,-0.08342658699038148,1.0074085151707683,"[0.1,0.1,0.1]",27,0
3B,112,Mercury_SC_400040,B,4,G,B,1,B,0.11239642649888992,0.3608378805220127,1.2056442925453845,n/a,,,,,,
3B,112,Mercury_SC_400040,B,4,R,B,1,B,0.34667330980300903,0.3841952681541443,1.2056442925453845,ok,0.5349002202952479,0.9859759248339017,0.36193786395920646,"[1.0,0.1,1.0]",27,0
3B,112,Mercury_SC_400040,B,4,E,B,1,B,0.34667330980300903,0.3841952681541443,1.2056442925453845,ok,-0.0312422341527838,-0.029474552771696395,0.36746439558488353,"[0.1,1.0,1.0]",27,0
3B,113,ACTAAP_2010_7_10,C,4,G,D,0,D,1.2508488893508911,0.7977734357118607,1.7017714909231678,n/a,,,,,,
3B,113,ACTAAP_2010_7_10,C,4,R,D,0,D,2.1877217292785645,1.2028252631425858,1.7017714909231678,ok,0.4687225617661905,0.9429037982568729,1.595197977843108,"[1.0,1.0,0.5]",27,0
3B,113,ACTAAP_2010_7_10,C,4,E,D,0,D,1.3494092226028442,0.7763641402125359,1.7017714909231678,ok,-0.1363311407752245,-0.11472828226903818,1.6034973683180633,"[0.1,0.1,0.1]",27,0
3B,114,ACTAAP_2013_7_4,C,4,G,C,1,C,0.3910485506057739,0.4741276204586029,1.2064957939917351,n/a,,,,,,
3B,114,ACTAAP_2013_7_4,C,4,R,C,1,C,0.8599823117256165,0.5590953081846237,1.2064957939917351,ok,0.409584020401972,0.9601734853297479,0.8167724785981355,"[0.5,0.5,1.0]",27,0
3B,114,ACTAAP_2013_7_4,C,4,E,C,1,C,0.7414345145225525,0.5206843465566635,1.2064957939917351,ok,-0.07092312602557878,-0.06303759218576678,0.8341824566876447,"[0.1,0.1,0.1]",27,0
3B,115,Mercury_SC_405444,B,4,G,B,1,B,0.7624024152755737,0.6398035287857056,1.295923071339171,n/a,,,,,,
3B,115,Mercury_SC_405444,B,4,R,B,1,B,1.1599639654159546,0.719759613275528,1.295923071339171,ok,0.4586386351165409,0.9390849914083729,1.1257949714307431,"[0.5,1.0,0.5]",27,0
3B,115,Mercury_SC_405444,B,4,E,B,1,B,1.043108344078064,0.6658904254436493,1.295923071339171,ok,-0.0972323317014585,-0.08868623878658592,1.143625639103077,"[0.1,0.1,0.1]",27,0
3B,116,Mercury_7213675,B,4,G,B,1,B,0.03029548190534115,0.27712696325033903,1.132899028192884,n/a,,,,,,
3B,116,Mercury_7213675,B,4,R,B,1,B,0.13303601741790771,0.2521185874938965,1.132899028192884,ok,0.42511444216834465,0.9603858189339601,0.13794511556625366,"[0.1,1.0,0.5]",27,0
3B,116,Mercury_7213675,B,4,E,B,1,B,0.125614732503891,0.23688949644565582,1.132899028192884,ok,-0.012184509134604568,-0.01067990513660341,0.14331155905017146,"[0.5,1.0,0.5]",27,0
3B,117,MEA_2010_8_15-v1,B,4,G,B,1,B,0.6421446204185486,0.46546028554439545,1.16674918152056,n/a,,,,,,
3B,117,MEA_2010_8_15-v1,B,4,R,B,1,B,1.146679162979126,0.6705944314599037,1.16674918152056,ok,0.5115577777483833,0.955480884855727,1.0528354159107915,"[0.5,0.5,1.0]",27,0
3B,117,MEA_2010_8_15-v1,B,4,E,B,1,B,1.0217586755752563,0.6285529658198357,1.16674918152056,ok,-0.09350256004559637,-0.08687106607743851,1.0997568722124453,"[0.5,0.1,0.1]",27,0
3B,118,Mercury_7094675,A,4,G,A,1,A,1.0149041414260864,0.8081381320953369,1.6135077361060013,n/a,,,,,,
3B,118,Mercury_7094675,A,4,R,A,1,A,1.237459421157837,0.7882659435272217,1.6135077361060013,ok,0.40688518406081753,0.9554288111283358,1.2848640856919464,"[0.5,0.5,0.5]",27,0
3B,118,Mercury_7094675,A,4,E,A,1,A,1.2040762901306152,0.7614014148712158,1.6135077361060013,ok,-0.11273542448616963,-0.10237191370391213,1.3259696607236509,"[0.1,0.5,0.1]",27,0
3B,119,Mercury_403912,A,4,G,A,1,A.,0.32548537850379944,0.2729859859488594,1.106754346569138,n/a,,,,,,
3B,119,Mercury_403912,A,4,R,A,1,A,0.4893878996372223,0.5837815850973129,2.3704535189407205,ok,0.429792448339697,0.9904487993892024,0.5689254480379599,"[0.1,0.5,0.1]",27,0
3B,119,Mercury_403912,A,4,E,A,1,A,0.4893878996372223,0.5837815850973129,2.3704535189407205,ok,-0.047698510443825934,-0.04160830691547448,0.5610195552861249,"[0.1,0.1,0.5]",27,0
3B,120,Mercury_7009853,A,4,G,D,0,D,1.2128199338912964,0.9439390897750854,2.015745310094653,n/a,,,,,,
3B,120,Mercury_7009853,A,4,R,A,1,A,1.3411604166030884,0.886703372001648,2.3033529702951547,ok,0.554859673300697,0.9709017728200796,1.3642797735002306,"[0.5,0.1,1.0]",27,0
3B,120,Mercury_7009853,A,4,E,A,1,A,1.329451560974121,0.873713493347168,2.3033529702951547,ok,-0.11515337169323875,-0.11303145954216105,1.3544090323978,"[0.1,0.1,0.1]",27,0
3B,121,Mercury_SC_LBS10020,C,4,G,C,1,C,0.7790861129760742,0.5842986106872559,1.3764668457307192,n/a,,,,,,
3B,121,Mercury_SC_LBS10020,C,4,R,A,0,A,1.1389899253845215,0.7058539390563965,1.9150248954218647,ok,0.4901670055452967,0.9466054111808268,1.1374958974343758,"[1.0,0.5,0.5]",27,0
3B,121,Mercury_SC_LBS10020,C,4,E,A,0,A,1.03783118724823,0.6857639402151108,1.9150248954218647,ok,-0.0963030595432767,-0.08823756900709281,1.1326957411236234,"[0.1,0.1,0.1]",27,0
3B,122,MEA_2013_8_2,B,4,G,B,1,B,0.5293466448783875,0.5183324813842773,1.2182325654017254,n/a,,,,,,
3B,122,MEA_2013_8_2,B,4,R,B,1,B,1.1053801774978638,0.6869685500860214,1.2182325654017254,ok,0.5294193497966875,0.9606560405222302,1.1177865399254694,"[0.5,0.5,1.0]",27,0
3B,122,MEA_2013_8_2,B,4,E,B,1,B,0.9950921535491943,0.6578704416751862,1.2182325654017254,ok,-0.09268770649663333,-0.08460384853149766,1.090172741148207,"[0.1,0.1,0.5]",27,0
3B,123,Mercury_7068688,C,4,G,C,1,C.,0.25803837180137634,0.3089184154450777,1.1994719375410283,n/a,,,,,,
3B,123,Mercury_7068688,C,4,R,C,1,C,0.6748400926589966,0.5916300415992737,1.6477033454801482,ok,0.49537273624749834,0.9654555699181694,0.6228560562487002,"[0.5,1.0,1.0]",27,0
3B,123,Mercury_7068688,C,4,E,C,1,C,0.5774238705635071,0.5477107167243958,1.6477033454801482,ok,-0.05434467695838556,-0.049093223687258186,0.6391903272381535,"[0.5,0.1,0.1]",27,0
3B,124,Mercury_7271705,C,4,G,C,1,C,0.6304506659507751,0.647819995880127,1.4040164172885263,n/a,,,,,,
3B,124,Mercury_7271705,C,4,R,C,1,C,1.0622849464416504,0.7296817600727081,1.4040164172885263,ok,0.412429138523325,0.9877755017182734,1.0775949314788535,"[0.1,0.1,1.0]",27,0
3B,124,Mercury_7271705,C,4,E,C,1,C,0.980370819568634,0.6766934543848038,1.4040164172885263,ok,-0.08904231108558867,-0.08335222424139482,1.047296389385506,"[0.1,0.1,0.1]",27,0
3B,125,Mercury_402456,C,4,G,A,0,A,1.2319642305374146,0.9396644830703735,1.8052569765921684,n/a,,,,,,
3B,125,Mercury_402456,C,4,R,A,0,A,1.624402642250061,1.0233068019151688,1.8052569765921684,ok,0.5182037320934436,0.968654463442658,1.6074765655729506,"[0.1,0.5,1.0]",27,0
3B,125,Mercury_402456,C,4,E,A,0,A,1.4958224296569824,0.935155987739563,1.8052569765921684,ok,-0.1402499824578566,-0.12717649698808503,1.6495899359385173,"[0.1,0.1,0.5]",27,0
3B,126,NCEOGA_2013_8_6,A,4,G,A,1,A,0.020318957045674324,0.20471005234867334,1.074171820554348,n/a,,,,,,
3B,126,NCEOGA_2013_8_6,A,4,R,A,1,A,0.14413100481033325,0.1992875039577484,1.074171820554348,ok,0.505601976488382,0.9798477963285227,0.27628680787704607,"[1.0,0.1,0.1]",27,0
3B,126,NCEOGA_2013_8_6,A,4,E,A,1,A,0.10489322245121002,0.1756976842880249,1.074171820554348,ok,-0.02376300033221264,-0.008918139161876268,0.27949526630066057,"[0.1,0.1,0.1]",27,0
3B,127,Mercury_7230178,C,4,G,A,0,A,1.0100659132003784,0.794255793094635,1.6877903191576926,n/a,,,,,,
3B,127,Mercury_7230178,C,4,R,A,0,A,1.1381586790084839,0.7420224249362946,1.6877903191576926,ok,0.5314847010137761,0.9622471483416812,1.2255739989104095,"[0.1,0.5,0.5]",27,0
3B,127,Mercury_7230178,C,4,E,A,0,A,1.1337871551513672,0.7397034615278244,1.6877903191576926,ok,-0.1054216963377229,-0.09639585278534887,1.239947173330519,"[1.0,0.1,0.1]",27,0
3B,128,Mercury_7215233,C,4,G,C,1,C,0.9012649655342102,0.6779374033212662,1.3292587780301268,n/a,,,,,,
3B,128,Mercury_7215233,C,4,R,C,1,C,1.2758440971374512,0.7634585648775101,1.3292587780301268,ok,0.5099746990105914,0.9318654028315879,1.3505324434351038,"[0.1,0.1,1.0]",27,0
3B,128,Mercury_7215233,C,4,E,C,1,C,1.231563925743103,0.7424173355102539,1.3292587780301268,ok,-0.1121774998487895,-0.10470894324590314,1.3194074719040483,"[0.1,0.5,0.1]",27,0
3B,129,Mercury_SC_415535,B,4,G,B,1,B,0.620170533657074,0.6231286227703094,1.3406284899809666,n/a,,,,,,
3B,129,Mercury_SC_415535,B,4,R,B,1,B,0.9485179781913757,0.6708540469408035,1.3406284899809666,ok,0.48073467185196467,0.9941814554495263,0.9888766363815025,"[0.1,0.1,0.5]",27,0
3B,129,Mercury_SC_415535,B,4,E,B,1,B,0.9214304089546204,0.6490877717733383,1.3406284899809666,ok,-0.08428355780844823,-0.07834104456905329,0.9913249633930348,"[0.1,0.1,0.1]",27,0
3B,130,CSZ_2008_8_29,C,4,G,C,1,C,0.39423614740371704,0.5172757506370544,1.2956742761001458,n/a,,,,,,
3B,130,CSZ_2008_8_29,C,4,R,C,1,C,0.840917706489563,0.5889890491962433,1.2956742761001458,ok,0.47710281215437683,0.8472723964640513,0.8432281723728886,"[1.0,1.0,0.1]",27,0
3B,130,CSZ_2008_8_29,C,4,E,C,1,C,0.7481867074966431,0.5444624572992325,1.2956742761001458,ok,-0.06990018392125132,-0.0636116711890007,0.822150833076901,"[0.1,0.1,0.1]",27,0
3B,131,MSA_2012_5_28,A,4,G,A,1,A,0.014098158106207848,0.25347990822046995,1.1167611150640935,n/a,,,,,,
3B,131,MSA_2012_5_28,A,4,R,A,1,A,0.09945268929004669,0.21489831060171127,1.1167611150640935,ok,0.5009074003047438,0.8946537914206704,0.1277192704103611,"[0.5,0.5,0.1]",27,0
3B,131,MSA_2012_5_28,A,4,E,A,1,A,0.07152019441127777,0.18695905059576035,1.1167611150640935,ok,-0.011005931364310146,-0.006080726969189063,0.12944938242435455,"[0.1,0.1,0.1]",27,0
3B,132,MCAS_2010_8_12008,B,4,G,B,1,B,0.6724690794944763,0.5357821881771088,1.1996946057283122,n/a,,,,,,
3B,132,MCAS_2010_8_12008,B,4,R,B,1,B,1.146619200706482,0.696142852306366,1.1996946057283122,ok,0.4748902179171364,0.929168935720947,1.098826947035613,"[1.0,0.1,1.0]",27,0
3B,132,MCAS_2010_8_12008,B,4,E,B,1,B,1.0192049741744995,0.6285218298435211,1.1996946057283122,ok,-0.09463625346715106,-0.0866539475264242,1.113091128843802,"[0.1,0.1,0.1]",27,0
3B,133,Mercury_SC_406724,A,4,G,A,1,A,1.160918951034546,0.7860471457242966,1.457531527643289,n/a,,,,,,
3B,133,Mercury_SC_406724,A,4,R,A,1,A,2.0593509674072266,1.1289673075079918,1.457531527643289,ok,0.5317412532751634,0.9418224131217693,1.8586147537937872,"[1.0,0.5,0.5]",27,0
3B,133,Mercury_SC_406724,A,4,E,A,1,A,1.5161222219467163,0.8761668056249619,1.457531527643289,ok,-0.1603717429957481,-0.12890240804664974,1.8862577279408772,"[0.1,0.1,0.1]",27,0
3B,134,TIMSS_2007_8_pg33,B,4,G,B,1,B,1.0359351634979248,0.7574331611394882,1.6213722369114354,n/a,,,,,,
3B,134,TIMSS_2007_8_pg33,B,4,R,A,0,A,1.1534862518310547,0.8275772631168365,2.0707359621193406,ok,0.451708818209181,0.889729220788098,1.177875072867782,"[0.1,0.1,1.0]",27,0
3B,134,TIMSS_2007_8_pg33,B,4,E,B,1,B,1.1355865001678467,0.7247367203235626,1.6213722369114354,ok,-0.09941424186815483,-0.09654883511234962,1.1692887941996257,"[0.1,0.1,0.1]",27,0
3B,135,Mercury_7004988,D,4,G,B,0,B,1.1285090446472168,0.9070559442043304,1.7863536455223161,n/a,,,,,,
3B,135,Mercury_7004988,D,4,R,B,0,B,1.2715203762054443,0.909844696521759,1.7863536455223161,ok,0.5566359579613442,0.945524079542861,1.387338015768263,"[0.1,0.1,0.1]",27,0
3B,135,Mercury_7004988,D,4,E,B,0,B,1.2715203762054443,0.909844696521759,1.7863536455223161,ok,-0.11807078759029202,-0.10810608538064423,1.3887230466913294,"[0.1,0.1,0.1]",27,0
3B,136,Mercury_SC_LBS10946,A,4,G,A,1,A.,1.1730906963348389,0.5950830796112617,1.3763349139512362,n/a,,,,,,
3B,136,Mercury_SC_LBS10946,A,4,R,A,1,A,1.3071080446243286,0.9720689356327057,2.6177251959757126,ok,0.43197618109177854,0.9375681674703451,1.3779180932928015,"[0.1,0.1,0.5]",27,0
3B,136,Mercury_SC_LBS10946,A,4,E,A,1,A,1.2993431091308594,0.963509202003479,2.6177251959757126,ok,-0.11911140773499025,-0.11047160527119752,1.4009625955864236,"[0.1,0.1,0.1]",27,0
3B,137,TAKS_2009_8_39,B,4,G,B,1,B,0.29805493354797363,0.37973758578300476,1.1364596158611426,n/a,,,,,,
3B,137,TAKS_2009_8_39,B,4,R,B,1,B,0.8260142207145691,0.5570840537548065,1.1364596158611426,ok,0.5698130134574607,0.9901351174927413,0.8911731993710553,"[0.1,0.5,1.0]",27,0
3B,137,TAKS_2009_8_39,B,4,E,B,1,B,0.7653305530548096,0.5184742957353592,1.1364596158611426,ok,-0.0725986940747859,-0.06506926012453519,0.8538901253982827,"[0.1,0.1,0.1]",27,0
3B,138,Mercury_SC_408357,D,4,G,D,1,D,0.20092761516571045,0.377459853887558,1.174843346647916,n/a,,,,,,
3B,138,Mercury_SC_408357,D,4,R,D,1,D,0.6316994428634644,0.41525325179100037,1.174843346647916,ok,0.42314060859654684,0.9874837631868763,0.6717967214407744,"[1.0,0.5,0.5]",27,0
3B,138,Mercury_SC_408357,D,4,E,D,1,D,0.6074295043945312,0.4298617094755173,1.174843346647916,ok,-0.05729921116579842,-0.05164433625575464,0.6739409190637095,"[0.1,0.1,0.5]",27,0
3B,139,Mercury_178710,C,4,G,A,0,A,1.0350183248519897,0.8624376654624939,1.6969065127503,n/a,,,,,,
3B,139,Mercury_178710,C,4,R,A,0,A,1.2676382064819336,0.910541445016861,1.6969065127503,ok,0.5044268005547076,0.9736936086688274,1.32829867027424,"[1.0,0.1,0.1]",27,0
3B,139,Mercury_178710,C,4,E,A,0,A,1.2598224878311157,0.9066804647445679,1.6969065127503,ok,-0.11409345692667011,-0.10711151781960965,1.3419425443366721,"[0.5,0.1,0.5]",27,0
3B,140,Mercury_410598,B,4,G,B,1,B,0.5338318347930908,0.5686742961406708,1.2831184949566388,n/a,,,,,,
3B,140,Mercury_410598,B,4,R,B,1,B,0.964465856552124,0.6573632806539536,1.2831184949566388,ok,0.5109750110440309,0.9962644986201404,0.945160691384916,"[0.1,1.0,1.0]",27,0
3B,140,Mercury_410598,B,4,E,B,1,B,0.8695327639579773,0.6099882572889328,1.2831184949566388,ok,-0.08001419347058253,-0.07392864871126567,0.9411096241739061,"[0.1,0.1,0.1]",27,0
3B,141,TIMSS_2011_4_pg15,D,4,G,D,1,D,0.6868822574615479,0.6004358232021332,1.2637311747141304,n/a,,,,,,
3B,141,TIMSS_2011_4_pg15,D,4,R,D,1,D,1.0205836296081543,0.659794956445694,1.2637311747141304,ok,0.622047808221061,0.9758894723672781,1.0563144507231537,"[0.1,0.5,0.5]",27,0
3B,141,TIMSS_2011_4_pg15,D,4,E,D,1,D,0.9807260036468506,0.6471508592367172,1.2637311747141304,ok,-0.08941060881737506,-0.0833824223892217,1.0516282275870994,"[0.1,0.1,0.5]",27,0
3B,142,Mercury_7217088,B,4,G,B,1,B,0.5346168875694275,0.6134366691112518,1.4911507364838406,n/a,,,,,,
3B,142,Mercury_7217088,B,4,R,B,1,B,0.6987855434417725,0.5760719031095505,1.4911507364838406,ok,0.5084989558062848,0.9507059176386372,0.8692920561190005,"[1.0,1.0,0.5]",27,0
3B,142,Mercury_7217088,B,4,E,B,1,B,0.7041525840759277,0.580499678850174,1.4911507364838406,ok,-0.07436519159568415,-0.059411528934767435,0.8746672868728638,"[0.5,1.0,1.0]",27,0
3B,143,Mercury_7143360,D,4,G,D,1,D,0.36350932717323303,0.5177358537912369,1.3410507387282524,n/a,,,,,,
3B,143,Mercury_7143360,D,4,R,D,1,D,0.6266674399375916,0.4915938824415207,1.3410507387282524,ok,0.49724056883220685,0.9895492609901991,0.6799312344303837,"[0.1,1.0,0.5]",27,0
3B,143,Mercury_7143360,D,4,E,D,1,D,0.49774014949798584,0.45541948080062866,1.3410507387282524,ok,-0.054257925110172994,-0.042318424545883804,0.6381699707772996,"[0.1,0.1,0.1]",27,0
3B,144,MCAS_2012_8_23645,A,4,G,A,1,A.,0.44152382016181946,0.3775062505931904,1.271130532450856,n/a,,,,,,
3B,144,MCAS_2012_8_23645,A,4,R,A,1,A,0.8897939920425415,0.6748576909303665,1.5862673386352917,ok,0.5315504876054722,0.9855784513958895,0.8407089423250269,"[0.5,1.0,0.5]",27,0
3B,144,MCAS_2012_8_23645,A,4,E,A,1,A,0.7876158356666565,0.6447040140628815,1.5862673386352917,ok,-0.07139464885822679,-0.06696397979230626,0.8397284061820419,"[0.1,0.1,0.5]",27,0
3B,145,LEAP__4_10228,D,4,G,D,1,D,1.148956298828125,0.8833840489387512,1.6192453980095074,n/a,,,,,,
3B,145,LEAP__4_10228,D,4,R,D,1,D,1.2606219053268433,0.776513859629631,1.6192453980095074,ok,0.46187469906042317,0.9332400797383874,1.3029117672531694,"[1.0,0.5,0.5]",27,0
3B,145,LEAP__4_10228,D,4,E,D,1,D,1.1787762641906738,0.7478902786970139,1.6192453980095074,ok,-0.11187088766127194,-0.10022087718449901,1.3158011657220345,"[0.1,0.1,0.1]",27,0
3B,146,MSA_2012_8_29,A,4,G,A,1,A,0.049631137400865555,0.1824526283890009,1.05524643543245,n/a,,,,,,
3B,146,MSA_2012_8_29,A,4,R,A,1,A,0.586997389793396,0.40287572145462036,1.05524643543245,ok,0.5279583531597773,0.9551555673489126,0.5653321610556709,"[0.5,1.0,0.5]",27,0
3B,146,MSA_2012_8_29,A,4,E,A,1,A,0.22782942652702332,0.2220921367406845,1.05524643543245,ok,-0.0396974784907321,-0.019370312813904975,0.46691314931269046,"[0.1,0.1,0.1]",27,0
3B,147,Mercury_SC_401774,B,4,G,B,1,B,0.18824245035648346,0.4349702373147011,1.341825219370538,n/a,,,,,,
3B,147,Mercury_SC_401774,B,4,R,B,1,B,0.538286566734314,0.47728879749774933,1.341825219370538,ok,0.45727348487451946,0.915709114060269,0.6597117053137885,"[1.0,0.5,0.5]",27,0
3B,147,Mercury_SC_401774,B,4,E,B,1,B,0.5120867490768433,0.46593983471393585,1.341825219370538,ok,-0.05357852656361195,-0.04353818849777762,0.6301790321314776,"[1.0,0.1,1.0]",27,0
3B,148,TIMSS_2003_4_pg14,B,4,G,B,1,B,0.2693765461444855,0.3674115091562271,1.1337148005602706,n/a,,,,,,
